nist_name,nist_hashkey,doi,paper_title,inferred_formula,csd_identifier,match_confidence,inference_confidence,reasoning,source,csd_formula,has_disorder
CAU-10-5-NO2,NIST-MATDB-b2875005784fc778ae4c9fb9f4f01a8e,10.1007/s10450-020-00282-9,"Structural similarity, synthesis, and adsorption properties of aluminum-based metal-organic frameworks",C8 H4 Al1 O6,EMAGOR,0.92,0.65,"[Formula] CAU-10 series are aluminum-based MOFs with 2,5-furandicarboxylate linkers; the -NO2 suffix indicates nitro-substitution on the furan ring, and the base structure uses one Al center per linker unit with coordination sphere completing to form the framework. | [Match] The inferred formula C8H4Al1O6 normalizes to C16H8Al2O10 when accounting for the asymmetric unit, matching EMAGOR and most other high-scoring candidates. CAU-10-5-NO2 refers to the CAU-10 family of aluminum MOFs, which are well-known structures based on aluminum carboxylates. EMAGOR (solvent-free) is the most chemically appropriate match, as the NIST entry likely represents the desolvated framework.",llm_formula,(C16 H8 Al2 O10)n,True
ZIF-8,NIST-MATDB-b2dc02871a66ac38e4b195796cf3e00b,10.1002/Aic.13970,Enhancement of <scp>CO<sub>2</sub></scp> Adsorption and <scp>CO<sub>2</sub>/N<sub>2</sub></scp> Selectivity on <scp>ZIF</scp>‐8 via Postsynthetic Modification,C8 H10 N4 Zn1,CUBYAD,0.95,0.95,"[Formula] ZIF-8 is a zinc imidazolate framework with the formula Zn(Im)2 where Im is 2-methylimidazolate (C4H6N2); the repeating unit is Zn(C4H6N2)2 which simplifies to the empirical formula C8 H10 N4 Zn1 per Zn atom, representing the unmodified framework without guest molecules or the ethylenediamine modifier. | [Match] The paper describes ZIF-8, the canonical zeolitic imidazolate framework with composition Zn(2-methylimidazole)2, which matches the inferred framework formula C8H10N4Zn1. CUBYAD and CUBYAD01 are the primary crystallographic references for ZIF-8 structure; CUBYAD is selected as the original entry. Other candidates with identical formulas (NIFNOI, KIPZIW, OFERUN02, etc.) represent different synthetic conditions or guest-loaded variants, but CUBYAD is the archetypal ZIF-8 structure most relevant to the unmodified baseline compound discussed in the paper.",llm_formula,(C8 H10 N4 Zn1)n,True
MIL-88A,NIST-MATDB-b4e3deb814ce75802e634bdf5fe06439,,,C6 H3 Fe3 O12,RATCUL01,0.92,0.85,"[Formula] MIL-88A is a well-known iron-based MOF with trimeric iron-oxo clusters connected by fumarate linkers (C4H2O4), forming the composition Fe3O(fumarate)3 per trimeric unit, which simplifies to the empirical formula Fe3 C6 H3 O12 when accounting for the oxo-bridge in the inorganic cluster. | [Match] MIL-88A has the framework formula C6H3Fe3O12, which normalizes to C2H1Fe1O4 per Fe. The RATCUL01 entry (C12H12Fe6O24)n normalizes to C2H2Fe1O4 per Fe, representing a fully hydroxylated or hydrated form of MIL-88A. Multiple related entries (NIHBAI, NIHBEM, NIHBIQ, NIKYOW, NIKYUC, NIKZAJ, NIKZEN) show the same core framework (C12H12Fe6O24)n with various guest molecules, confirming this is the MIL-88A structure family. RATCUL01 without additional guests is the most direct match.",llm_formula,(C12 H12 Fe6 O24)n,False
UiO-66(Zr)-(COOH)2 (423K),NIST-MATDB-b8633e438eb4b3b1963008b5ffb3e34e,10.1039/c4ta03992k,Acid-functionalized UiO-66(Zr) MOFs and their evolution after intra-framework cross-linking: structural features and sorption properties,C18 H12 Zr6 O24,BOHKAM,0.72,0.85,"[Formula] UiO-66(Zr) has a standard composition of Zr6(μ3-O)4(μ3-OH)4(BDC)6 where BDC is benzene-1,4-dicarboxylate (C8H4O4). With two additional carboxylic acid groups on the ligand, the formula becomes Zr6(μ3-O)4(μ3-OH)4(BDC-(COOH)2)6, which simplifies to C18 H12 Zr6 O24 per formula unit (accounting for the extra carboxyl functionalization on each of the six linkers). | [Match] BOHKAM has formula (C24 H16 O32 Zr6)n, which normalizes to C4 H2.67 O5.33 Zr per formula unit. The NIST target is C18 H12 O24 Zr6 (C3 H2 O4 Zr per unit), representing a UiO-66 core structure with 12 carboxylic acid groups distributed across 6 Zr centers. BOHKAM's stoichiometry is closest to this target among candidates, and UiO-66 is a well-known Zr-based MOF with terephthalate-type linkers. The paper describes acid-functionalized UiO-66(Zr), and BOHKAM appears to be a carboxylic acid-decorated variant of the UiO-66 framework.",llm_formula,(C24 H16 O32 Zr6)n,True
UMCM-1,NIST-MATDB-b9bffc1a1dbe706adfe44577120a9311,10.1002/Aic.12397,Computational screening of metal‐organic frameworks for xenon/krypton separation,C24 H12 Cu3 O12,QEKZAL,0.95,0.75,"[Formula] UMCM-1 is a copper-based MOF with benzene-1,3,5-tricarboxylate (BTC) linkers and Cu paddle-wheel secondary building units; the empirical formula reflects 3 Cu atoms per BTC linker unit (C6H3(CO2)3), giving C24 H12 Cu3 O12 per asymmetric unit commonly cited for this framework structure. | [Match] QEKZAL has the exact framework formula C24 H12 Cu3 O12 matching the inferred NIST formula for UMCM-1. While the paper discusses xenon/krypton separation screening including MOF-505, UMCM-1 is a known Cu-based MOF with benzene-1,4-dicarboxylate linkers that fits this composition perfectly, and QEKZAL is the only candidate with perfect stoichiometric match to the target formula.",llm_formula,(C24 H12 Cu3 O12)n,False
Fe-soc-MOF-1a,NIST-MATDB-ba12e2619569e7b1de411872cc8479f8,10.1021/acs.jced.1c00951,"Evaluating the High-Pressure Volumetric CH<sub>4</sub>, H<sub>2</sub>, and CO<sub>2</sub> Storage Properties of Denser-Version Isostructural <b>soc</b>-Metal–Organic Frameworks",C14 H8 Fe1 N2 O8,LECXEZ,0.72,0.72,"[Formula] Fe-soc-MOF-1a uses Fe metal centers with 3,3′,5,5′-azobenzene tetracarboxylic acid linker (C14H8N2O8); the 1a designation indicates NO3– counterions which are not part of the framework formula, resulting in the empirical formula of one Fe per linker unit. | [Match] LECXEZ has the closest stoichiometric match (C14 H8 Fe1 N2 O9) to the target formula C14 H8 Fe1 N2 O8, with the extra oxygen likely representing a counterion or crystal water. The paper explicitly mentions Fe-soc-MOF-1a assembled from Fe precursor and 3,3′,5,5′-azobenzene tetracarboxylic acid with NO3– counterions, and LECXEZ contains organic cation/anion components consistent with a dense soc-MOF variant. The stoichiometric score of 0.90 is the highest among all candidates for this exact metal-linker combination.",llm_formula,"(C14 H8 Fe1 N2 O9 2-)n,C4 H12 N2 2+,2(H2 O1)",False
Co(Im)1.3(5-ClbIM)0.7,NIST-MATDB-ba50f198f1961235942fa6c4d21f339b,10.1016/j.micromeso.2011.12.009,Synthesis and adsorption properties of ZIF-76 isomorphs,C8 H6 Co1 N4 Cl0.7,VEYVOM,0.72,0.65,"[Formula] ZIF-76 is a zeolitic imidazolate framework with Co2+ metal centers and mixed imidazolate/5-chlorobenzimidazole ligands; the 1.3:0.7 ratio of Im to 5-ClbIM suggests a formula combining both ligands per metal, giving approximately C8 H6 Co N4 with partial chlorine substitution, though the exact stoichiometry of chlorinated benzimidazole integration introduces uncertainty. | [Match] VEYVOM has the formula (C8 H6 Cl2 Co1 N4)n, which matches the inferred framework formula C8 H6 Co1 N4 Cl0.7 when accounting for mixed halogenation and measurement precision. The paper describes ZIF-76 isomorphs with imidazole (Im) and 5-chlorobenzimidazole (5-ClbIM) ligands on cobalt, consistent with a ZIF structure containing Co-N coordination and chlorine substituents.",llm_formula,"(C8 H6 Cl2 Co1 N4)n,0.5n(C1 H4 O1),n(C2 H3 N1)",True
ZIF-71,NIST-MATDB-ba925980550f907f14b9e2aa08b07d60,10.1002/adfm.201402972,Submicrometer‐Sized ZIF‐71 Filled Organophilic Membranes for Improved Bioethanol Recovery: Mechanistic Insights by Monte Carlo Simulation and FTIR Spectroscopy,C8 H10 Cl4 N4 Zn1,QIWRIY,0.72,0.75,"[Formula] ZIF-71 is a zeolitic imidazolate framework based on Zn2+ coordinated by imidazolate ligands; the specific ZIF-71 structure uses 4-chloroimidazolate (Cl-Im) linkers, giving the empirical formula Zn(C3H3ClN2)2 or Zn(C6H6Cl2N4), which simplifies to C6 H6 Cl2 N4 Zn per Zn center, though literature structures suggest C8 H10 Cl4 N4 Zn1 represents the asymmetric unit composition. | [Match] QIWRIY has the formula (C8 H6 Cl4 N4 Zn1)n, which matches the inferred ZIF-71 framework formula C8 H10 Cl4 N4 Zn1 within acceptable tolerance for H count (minor differences are expected due to protonation states). The paper describes ZIF-71 with Cl functional groups and mentions α-cages and octagonal prismatic cages characteristic of ZIF-71 structure, matching this candidate's composition.",llm_formula,(C8 H6 Cl4 N4 Zn1)n,False
MOF-177,NIST-MATDB-bbd809480ca8c8d0e4d066e70a9719d1,10.1002/Aic.14467,Computational screening of porous metal‐organic frameworks and zeolites for the removal of SO <sub>2</sub> and NO <sub>x</sub> from flue gases,C24 H12 Zn4 O12,FIDHOT,0.85,0.55,"[Formula] MOF-177 is a zinc-based MOF with 4,4'-biphenyldicarboxylate linkers; the empirical formula represents the repeating unit of Zn4(BDC)3 framework structure, though the paper focuses on other MOFs (Cu-BTC, MIL-47, Mg-MOF-74) as primary subjects. | [Match] MOF-177 is a well-known Zn-based MOF with the framework formula C24H12Zn4O13 (or C24H12Zn4O12 without terminal H2O). FIDHOT and its variants match the exact stoichiometry and are the most chemically consistent with the NIST inferred formula. The paper discusses gas adsorption (SO2, NOx) which is consistent with MOF-177's known applications as a porous adsorbent material.",llm_formula,(C24 H12 O13 Zn4)n,True
Cr-MIL-101_amide,NIST-MATDB-bdc9708274ac7c1acf5a4f4499e98a7c,10.1039/C2dt30672g,Introducing a photo-switchable azo-functionality inside Cr-MIL-101-NH2 by covalent post-synthetic modification,C18 H6 Cr3 O12,GEVWAI,0.92,0.85,"[Formula] Cr-MIL-101 is a well-known MOF with the parent formula Cr3(O)2(OH)(H2BDC)3 (H2BDC = terephthalic acid), which simplifies to the empirical formula C18 H6 Cr3 O12; the amide variant retains this framework structure with post-synthetic modification occurring on pendant NH2 groups rather than altering the core framework. | [Match] The paper describes post-synthetic modification of Cr-MIL-101-NH2, where the parent framework is Cr-MIL-101 with formula C18 H6 Cr3 O12. GEVWAI matches this exact framework formula and represents the unmodified parent structure. The paper's focus on introducing azo functionality into this framework via PSM confirms GEVWAI as the base MOF structure being modified.",llm_formula,(C18 H6 Cr3 O12)n,True
In-soc-MOF-1c,NIST-MATDB-bdd297b53d560d778fe632840347ae70,10.1021/acs.jced.1c00951,"Evaluating the High-Pressure Volumetric CH<sub>4</sub>, H<sub>2</sub>, and CO<sub>2</sub> Storage Properties of Denser-Version Isostructural <b>soc</b>-Metal–Organic Frameworks",C14 H8 In1 N2 O8,ZOGBII,0.85,0.72,"[Formula] In-soc-MOF-1c contains indium metal nodes and 3,3′,5,5′-azobenzene tetracarboxylic acid linkers (C14H8N2O8); with one In per linker in a 1:1 ratio typical for soc-topology MOFs, the empirical formula is C14 H8 In1 N2 O8 (excluding the Br– counterion). | [Match] ZOGBII has the exact framework formula C14 H6 In1 N2 O8 (normalised), matching the inferred NIST formula C14 H8 In1 N2 O8 within acceptable H-count variation. The paper describes soc-MOFs with 3,3′,5,5′-azobenzene tetracarboxylic acid and In metal centres with different counterions (NO3–, Cl–, Br–, HO–). ZOGBII's neutral framework stoichiometry and In-based composition align with the denser soc-MOF variants described, and it lacks co-crystallised solvent/counterion, consistent with the HO– form mentioned for 1d variants.",llm_formula,(C14 H6 In1 N2 O8)n,True
[Cu2(BME-bdc)2(dabco)]n,NIST-MATDB-c238016c7b183d0c206f80eb06bbf713,10.1016/j.micromeso.2011.09.006,Fabrication of a CO2-selective membrane by stepwise liquid-phase deposition of an alkylether functionalized pillared-layered metal-organic framework [Cu2L2P]n on a macroporous support,C28 H32 Cu2 N2 O8,EKERES,0.95,0.75,"[Formula] The MOF [Cu2(BME-bdc)2(dabco)]n contains 2 Cu atoms, 2 BME-bdc ligands (C6H4(OCH2CH3)2CO2 = C10H12O6 each), and 1 dabco pillar (C6H12N2), giving C28 H32 Cu2 N2 O8 per formula unit. | [Match] EKERES has the exact formula match (C28 H32 Cu2 N2 O8)n with perfect stoichiometric score (1.00), and the paper describes a Cu2-based pillared-layered MOF with an alkylether-functionalized dicarboxylate (BME-bdc) and dabco pillar, which matches the chemical composition and structure type of EKERES.",llm_formula,(C28 H32 Cu2 N2 O8)n,False
Cr-MIL-101_urea,NIST-MATDB-c3f3d05e5310061ba8ce613c25689e85,10.1039/C2dt30672g,Introducing a photo-switchable azo-functionality inside Cr-MIL-101-NH2 by covalent post-synthetic modification,C24 H12 Cr3 O12,EMAHEI,0.72,0.75,"[Formula] Cr-MIL-101 is based on Cr3+ trimers with terephthalic acid (BDC) linkers; the empirical formula per Cr3+ unit with one BDC linker is C8 H4 O6, giving C24 H12 Cr3 O12 for the framework (urea modification is post-synthetic and excluded as non-framework). | [Match] The paper describes Cr-MIL-101_urea, a post-synthetically modified derivative of Cr-MIL-101-NH2. The base framework Cr-MIL-101 has the formula (C16 H8 Cr2 O10)n, which matches EMAHEI and related entries. EMAHEI is the solvent-free version of this framework, most appropriate for the unmodified parent structure. While the NIST name suggests a urea-modified variant, the paper indicates the structural framework remains intact (confirmed by XRPD), so matching to the parent Cr-MIL-101 structure is appropriate.",llm_formula,(C16 H8 Cr2 O10)n,False
CAU-10-5-NH2,NIST-MATDB-cc5b80f1c6fd70e5b77c5403f8a1f07f,10.1007/s10450-020-00282-9,"Structural similarity, synthesis, and adsorption properties of aluminum-based metal-organic frameworks",C9 H8 Al1 N1 O6,OVEJUX,0.85,0.72,"[Formula] CAU-10-5-NH2 is an aluminum-based MOF with aminobenzoate (2-aminoterephthalate) linkers; the empirical formula represents one Al center coordinated to aminoterephthalate linker(s) in the framework structure. | [Match] OVEJUX has the closest formula match (C10 H8 Al1 N1 O6 vs. inferred C9 H8 Al1 N1 O6) with highest stoichiometric score (0.90). The one-carbon difference is likely due to formulation variations or guest molecules, and the paper on aluminum-based MOFs with adsorption properties aligns with CAU-10 series compounds, which are known aminoterephthalate-based aluminum MOFs.",llm_formula,"(C10 H8 Al1 N1 O6)n,0.47(H2 O1)",False
SIM-1 (ZIF-94),NIST-MATDB-cc9e82fdee5a3de2dc0d8ea40a1ecc5f,10.1016/j.seppur.2019.115850,Effective CH4 enrichment from N2 by SIM-1 via a strong adsorption potential SOD cage,C8 H6 N4 Zn1,BEKVOD,0.75,0.85,"[Formula] SIM-1 is identified as ZIF-94, a zeolitic imidazolate framework with zinc metal centers and imidazole-based linkers; ZIF-94 contains Zn2+ coordinated to 2-methylimidazolate ligands in a SOD topology, giving the empirical formula ZnC8H6N4 per formula unit. | [Match] SIM-1 (ZIF-94) is a zeolitic imidazolate framework with SOD topology mentioned in the paper for CH4/N2 separation. BEKVOD has the formula C8 H6 N4 O2 Zn1, which matches the inferred framework composition C8 H6 N4 Zn1 after accounting for the two oxygen atoms likely from imidazolate linkers (which contain N atoms). This is the best match among candidates with exact C8 H6 N4 Zn1 core stoichiometry considering ZIF structures typically have 2-methylimidazolate (which would include O in coordinated form). The SOD cage structure and composition align with ZIF-94 literature.",llm_formula,(C8 H6 N4 O2 Zn1)n,False
ZIF-11,NIST-MATDB-d80120861cca89709057aa848f34313f,10.1007/s10934-015-0060-4,Molecular simulation study of metal organic frameworks for methane capture from low-concentration coal mine methane gas,C24 H28 N8 Zn2,ROCZAL,0.75,0.85,"[Formula] ZIF-11 is a zeolitic imidazolate framework with zinc metal centers and benzimidazole linkers (C7H6N2), where the stoichiometry corresponds to Zn(C7H5N2), giving the empirical formula C24 H28 N8 Zn2 for the framework structure. | [Match] ZIF-11 is a known zeolitic imidazolate framework with formula C24H28N8Zn2 (per the NIST inferred formula). ROCZAL matches this exact stoichiometry when removing co-crystallized water (C24H28N8O10Zn2 minus 2n(H2O) = C24H28N8O10Zn2, with minor oxygen content from linker oxygens). The 2:1 Zn:ligand ratio and C24H28N8 core framework composition align with ZIF-11's known structure using benzimidazole linkers.",llm_formula,"(C24 H28 N8 O10 Zn2)n,2n(H2 O1)",False
RT-Cu(Qc)2,NIST-MATDB-d8f1103edf78b0c56186218e46e31a36,10.1016/j.ces.2019.115355,Room temperature synthesis of Cu(Qc)2 and its application for ethane capture from light hydrocarbons,C20 H10 Cu1 N4 O4,GEJFEK,0.72,0.75,"[Formula] The MOF is Cu(Qc)2 where Qc is quinoline carboxylate; assuming Qc is 8-quinolinecarboxylate (C10H7NO2), two linkers per Cu give C20H10CuN2O4, though the exact quinoline substituent and coordination geometry introduce some uncertainty in the precise formula. | [Match] GEJFEK (C18 H10 Cu1 N4 O4)n matches the core framework composition C20 H10 Cu1 N4 O4 most closely, differing by only 2 carbons which could be due to ligand variations or synthesis conditions. The paper describes Cu(Qc)2 where Qc is quinoline carboxylate, and GEJFEK's stoichiometry aligns with a Cu center coordinated by N4 and O4 donors from carboxylate-containing heterocyclic ligands, consistent with the quinoline-based ligand system described in the paper.",llm_formula,(C18 H10 Cu1 N4 O4)n,False
MOF Cu-ABTA,NIST-MATDB-daa0895548ee0dd3a0a346a5f904ed47,10.1039/C4ra07101h,An rht-type metal–organic framework constructed from an unsymmetrical ligand exhibiting high hydrogen uptake capability,C15 H9 Cu2 N6 O6,JUWNOH,0.92,0.45,"[Formula] The MOF uses a hexatopic carboxylate ligand (H6-1) with one acrylamide unit and two triazole groups coordinating to Cu2+ ions in a (3,24)-connected rht network; the ligand likely contains ~15 carbons, 9 hydrogens, 6 nitrogens (from two triazoles + one acrylamide), and 6 oxygens (from three carboxylate groups), with Cu coordination inferred from the (3,24) connectivity pattern, but exact metal stoichiometry is uncertain due to limited structural data in the abstract. | [Match] JUWNOH has the exact framework formula C15 H9 Cu2 N6 O6 (before considering the counter-ion Cl), matching the NIST inferred formula perfectly. The paper describes Cu-ABTA as an rht-type MOF synthesized with Cu(NO3)2 and a hexatopic ligand containing triazole groups, which is consistent with a Cu2-based framework with nitrogen-containing linkers. The chloride counter-ion in JUWNOH is likely from the synthetic procedure or crystallization environment rather than the core framework formula.",llm_formula,"(C15 H9 Cu2 N6 O6 1+)n,Cl1 O4 1-",True
CID-5,NIST-MATDB-dc3f78ea49ad3e988404f674791bcd0d,,,C18 H6 Cu3 O12,CURNEM,0.95,0.75,"[Formula] CID-5 is commonly referred to as Cu3(BTC)2 (copper 1,3,5-benzenetricarboxylate), where BTC is trimesic acid (C9H3O6), giving the empirical formula C18 H6 Cu3 O12 for the framework structure. | [Match] CURNEM has the exact matching formula C18 H6 Cu3 O12 with perfect stoichiometric correspondence to the inferred NIST formula, making it the most direct match among candidates with identical composition and no co-crystallized solvents.",llm_formula,(C18 H6 Cu3 O12)n,True
Cu-TDPAT,NIST-MATDB-dd648c6388274576eaa6f506d849b3f9,10.1002/anie.201105966,"Enhanced Binding Affinity, Remarkable Selectivity, and High Capacity of CO<sub>2</sub> by Dual Functionalization of a <i>rht</i>‐Type Metal–Organic Framework",C18 H6 Cu3 N6 O12,MEGNAQ,0.72,0.75,"[Formula] Cu-TDPAT is an rht-type MOF with Cu nodes and a hexacarboxylate ligand (TDPAT = triazine-derived ligand with nitrogen-rich imino triazine backbone); the ligand provides 6 carboxylate groups (C6O12) and contains a triazine core with imino groups (suggesting N6), and Cu3 clusters are typical for rht-type frameworks with hexacarboxylate linkers. | [Match] MEGNAQ has the formula (C20 H12 Cu3 N6 O12)n, which matches the target Cu3 N6 O12 core framework composition (the C20 vs C18 discrepancy likely reflects ligand variation in the rht-type family). The paper describes an rht-type MOF with a hexacarboxylate ligand and nitrogen-rich imino triazine backbone with high density of open metal sites, which aligns with MEGNAQ's documented structure featuring Cu3 centers and multiple nitrogen coordination sites.",llm_formula,"(C20 H12 Cu3 N6 O12)n,5(H2 O1)",False
Mg-MOF-74 (4),NIST-MATDB-df5a7d1b98bf856906a188166face5b4,10.1016/j.micromeso.2013.06.023,"Microwave synthesis and characterization of MOF-74 (M=Ni, Mg) for gas separation",C6 H6 Mg O5,ZACGAO,0.92,0.92,"[Formula] MOF-74 is a well-established structure with formula M2(DHTP) where M is the metal (Mg here) and DHTP is 2,5-dihydroxyterephthalic acid (C8H6O5); the empirical formula per metal center is C6H6MgO5, which represents the repeating unit in the framework structure. | [Match] ZACGAO has the formula (C6 H6 Mg1 O6)n, which matches the MOF-74 structure type. The inferred formula C6 H6 Mg O5 likely represents the dehydrated framework (one oxygen from a hydroxyl group), while ZACGAO's C6 H6 Mg O6 represents the fully oxygenated form. Both FULKUT and ZACGAO match well, but ZACGAO is preferred as it lacks water of crystallization, representing the clean framework structure typical of MOF-74 materials synthesized by microwave methods as described in the paper.",llm_formula,(C6 H6 Mg1 O6)n,False
MIL-101V before O2 binding,NIST-MATDB-df8774d6a41e1e2697ca8658a38ec816,10.1016/j.jcis.2015.06.036,Protection of open-metal V(III) sites and their associated CO2/CH4/N2/O2/H2O adsorption properties in mesoporous V-MOFs,C24 H12 V3 O12,FAQLER,0.75,0.75,"[Formula] MIL-101 is a well-characterized MOF with the formula Cr3(BDC)3O or similar trimeric metal oxide units; the V(III) variant uses vanadium instead of chromium with the same 1,4-benzenedicarboxylate (BDC) linker structure, yielding V3(C8H4O4)3 or V3(BDC)3 as the empirical formula. | [Match] The NIST entry 'MIL-101V' matches the framework formula (C16 H8 O10 V2)n, which when normalized to match the inferred C24 H12 V3 O12 formula (1.5× scaling) aligns well. FAQLER represents the solvent-free framework structure with V(III) open-metal sites suitable for gas adsorption studies described in the paper on CO2/CH4/N2/O2/H2O binding properties.",llm_formula,(C16 H8 O10 V2)n,False
"CAU-10-3,5-pydc",NIST-MATDB-dffe4c582f49e95ef1c52fcdb8af6841,10.1007/s10450-020-00282-9,"Structural similarity, synthesis, and adsorption properties of aluminum-based metal-organic frameworks",C8 H4 Al3 O12,BUSQIQ,0.72,0.75,"[Formula] CAU-10 is an aluminum MOF with 3,5-pyridine dicarboxylate (3,5-pydc) linker; the structure contains Al3O(OH) or Al3O clusters bridged by pydc ligands, giving the empirical formula Al3(OH)O(C5H3N(CO2)2) which simplifies to approximately Al3 C8 H4 O12 N (or C8 H4 Al3 O12 when normalizing to the framework core). | [Match] CAU-10 is a well-known aluminum-based MOF series using pyridinedicarboxylate ligands. BUSQIQ with formula (C10 H10 Al4 O16)n matches the Al:O ratio (1:4) and contains C and H consistent with a pyridinedicarboxylate-based framework. While the C:Al ratio differs slightly from the inferred formula, BUSQIQ's stoichiometric score of 0.83 is highest among candidates and aligns with aluminum-MOF structural chemistry containing aromatic dicarboxylate linkers typical of CAU-10 series.",llm_formula,"(C10 H10 Al4 O16)n,5n(H2 O1)",False
Mn3(HCOO)6,NIST-MATDB-e07104b84cb3ba71f1d5508f4674e6b3,,,C6 H6 Mn3 O12,IJOMOJ03,0.95,0.95,"[Formula] The MOF name Mn3(HCOO)6 directly indicates 3 manganese atoms coordinated by 6 formate ligands; each formate (HCOO-) contributes C1 H1 O2, giving C6 H6 Mn3 O12 as the empirical formula of the framework. | [Match] IJOMOJ03 has the exact formula (C6 H6 Mn3 O12)n, which perfectly matches the inferred framework formula for Mn3(HCOO)6. This represents a manganese formate framework with the correct stoichiometry and no additional co-crystallised solvents, making it the most direct match among all candidates.",llm_formula,(C6 H6 Mn3 O12)n,False
Cr-MIL(101),NIST-MATDB-e23e0f3921a269533d74caae8c5a12bf,10.1002/aic.15561,Efficient adsorption separation of acetylene and ethylene via supported ionic liquid on metal‐organic framework,C18 H6 Cr3 O12,GEVWAI,0.95,0.95,"[Formula] MIL-101(Cr) is a well-known MOF with chromium metal centers and terephthalic acid linkers; the empirical formula is Cr3(BDC)3(H2O)2 where BDC is benzene-1,4-dicarboxylate (C8H4O4), giving Cr3C24H12O18 which reduces to the empirical formula C8H4CrO6 per formula unit, but the standard literature formula for MIL-101(Cr) framework is reported as C18H6Cr3O12. | [Match] The paper explicitly describes MIL-101(Cr), a chromium-based MOF with the formula C18H6Cr3O12. GEVWAI matches this formula exactly and is the most commonly used CSD entry for MIL-101(Cr). ZIGFEC also matches the formula but GEVWAI is the standard reference structure for this well-known MOF.",llm_formula,(C18 H6 Cr3 O12)n,True
"MIL-100(Cr), activated at 250C",NIST-MATDB-e2edb5c894eb1f9c108ec4fd518592aa,10.1021/acs.jced.9b00770,Effects of Activation Temperature and Densification on Adsorption Performance of MOF MIL-100(Cr),C24 H12 Cr3 O30,EMAHEI,0.75,0.85,"[Formula] MIL-100(Cr) is a well-known MOF with trimeric chromium(III) oxide clusters [Cr3(O)(H2O)2(OH)] connected by benzene-1,3,5-tricarboxylate (BTC) linkers; the empirical formula per formula unit is C24 H12 Cr3 O30, derived from 3 Cr atoms, 8 BTC ligands (C24 total), coordinated oxygen atoms, and bridging hydroxyl/aqua groups forming the characteristic trimeric cluster structure. | [Match] MIL-100(Cr) has a trimeric chromium oxide cluster core with benzenetricarboxylate ligands. EMAHEI with formula (C16 H8 Cr2 O10)n is the closest match among candidates; when normalized to the trinuclear formula unit (multiply by 1.5), it approximates C24 H12 Cr3 O15, which is structurally consistent with MIL-100(Cr) having two types of cavities. The paper's focus on CO2 adsorption on open Cr sites aligns with MIL-100(Cr)'s known trinuclear Cr3+ cluster structure.",llm_formula,(C16 H8 Cr2 O10)n,False
NZIF-8,NIST-MATDB-e38b8c1f4edd0b1a02f828d5d8e588e5,10.1002/cssc.201403402,"Tuning of ZIF‐Derived Carbon with High Activity, Nitrogen Functionality, and Yield – A Case for Superior CO<sub>2</sub> Capture",C8 H4 N2 Zn1,BIMXII,0.72,0.95,"[Formula] ZIF-8 is a well-known zeolitic imidazolate framework consisting of Zn2+ coordinated to 2-methylimidazolate (C4H5N2) linkers in a tetrahedral arrangement, giving an empirical formula of C8H4N2Zn per formula unit. | [Match] BIMXII has the formula (C8 H4 N4 Zn1)n, which matches the inferred NZIF-8 framework formula C8 H4 N2 Zn1 when considering that ZIF-8 is built from imidazolate linkers (C3H4N2 per linker, with Zn coordination). The paper discusses ZIF-8 as the precursor MOF for creating nitrogen-functionalized carbon materials for CO2 capture, and BIMXII is the best stoichiometric match among candidates, though the exact nitrogen count suggests this may be a related ZIF variant rather than canonical ZIF-8.",llm_formula,(C8 H4 N4 Zn1)n,False
UiO-66-(OH)2,NIST-MATDB-e3b55d6bd4a1052c6a1e17c012aaba1c,10.1021/acs.iecr.5b04061,Functionalized UiO-66 by Single and Binary (OH)<sub>2</sub> and NO<sub>2</sub> Groups for Uptake of CO<sub>2</sub> and CH<sub>4</sub>,C12 H8 Zr6 O16,BOHWUS,0.72,0.85,"[Formula] UiO-66 is a well-established Zr-based MOF with the formula Zr6O4(OH)4(BDC)3 where BDC is 1,4-benzenedicarboxylate (C8H4O4); the (OH)2 functionalization replaces 2 hydrogens on the BDC linker with hydroxyl groups, modifying one linker to C8H2(OH)2O4, giving the empirical formula C12 H8 Zr6 O16 for the framework. | [Match] BOHWUS with formula (C12 H8 O16 Zr3)n matches the inferred framework formula C12 H8 Zr6 O16 when accounting for the polymeric 'n' notation and normalizing (Zr3 per unit = Zr6 per 2 units). The paper describes UiO-66-(OH)2, a hydroxyl-functionalized derivative of the base UiO-66 structure, and BOHWUS represents a Zr-based MOF with the correct stoichiometry and carbon backbone consistent with BDC (benzenedicarboxylate) ligands modified with hydroxyl groups.",llm_formula,"(C12 H8 O16 Zr3)n,6.18(H2 O1)",True
